id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,vp8,5000000,25.0,176,144,219480,2.068
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,flv,5000000,25.0,320,240,165668,0.44
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,539000,25.0,320,240,218664,0.48
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,h264,820000,12.0,640,480,217840,12.209
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,mpeg4,242000,25.0,1280,720,216820,7.892
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,3000000,25.0,320,240,105176,3.808
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,56000,24.0,1920,1080,219480,37.786
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,mpeg4,3000000,12.0,176,144,219200,0.6
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,109000,25.0,176,144,165700,2.196
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,h264,56000,15.0,640,480,219480,8.381
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,3000000,25.0,1280,720,221152,8.737
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,109000,15.0,1920,1080,678884,23.709
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,109000,24.0,1280,720,220808,14.449
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,242000,25.0,1280,720,230876,1.468
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,5000000,25.0,480,360,216820,5.568
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,3000000,29.97,320,240,255816,9.697
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,539000,12.0,1920,1080,216820,6.276
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,820000,29.97,480,360,155028,5.228
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,h264,3000000,12.0,1920,1080,674508,91.322
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,820000,25.0,320,240,221160,1.6
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,242000,25.0,640,480,217080,5.616
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,539000,15.0,176,144,219480,0.768
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,109000,24.0,1920,1080,219480,12.937
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,539000,25.0,176,144,219480,4.852
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,flv,109000,24.0,320,240,219480,3.804
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,820000,24.0,1280,720,234340,1.444
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,3000000,24.0,1920,1080,219480,10.853
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,h264,242000,15.0,320,240,220900,4.788
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,vp8,5000000,25.0,640,480,221152,3.724
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,109000,25.0,320,240,219464,2.764
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,5000000,15.0,1920,1080,221160,4.536
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,242000,12.0,1280,720,216820,3.8
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,vp8,56000,15.0,480,360,219480,3.436
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,flv,3000000,29.97,176,144,216820,0.64
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,flv,109000,24.0,320,240,25560,0.856
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,vp8,3000000,15.0,1280,720,219480,31.846
N7sA-0X2xg4,58.0,h264,640,480,842917,15.0,39,832,0,871,449582,5661570,0,6111152,flv,56000,24.0,480,360,58616,1.504
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,mpeg4,242000,24.0,1280,720,219480,8.017
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,flv,820000,24.0,176,144,165700,0.304
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,820000,25.0,320,240,219480,1.392
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,h264,3000000,24.0,320,240,221152,4.12
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,3000000,15.0,176,144,221160,1.472
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,mpeg4,820000,12.0,320,240,216820,1.796
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,5000000,24.0,640,480,260732,6.648
2NuI-Bp5brA,80.536,h264,480,360,690041,29.0,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,539000,24.0,176,144,219480,3.044
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,flv,3000000,29.97,176,144,221160,0.272
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,flv,242000,15.0,640,480,216820,1.196
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,vp8,3000000,12.0,1920,1080,216820,19.649
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,5000000,25.0,320,240,221152,1.712
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,h264,3000000,12.0,480,360,216064,15.093
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,820000,12.0,320,240,165700,4.268
rFfH-kqWNes,128.68333,mpeg4,176,144,55951,12.0,26,1518,0,1544,228020,671991,0,900011,h264,242000,15.0,1920,1080,634052,27.294
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,56000,25.0,640,480,49980,0.668
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,mpeg4,820000,15.0,640,480,217080,3.124
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,vp8,3000000,29.97,640,480,221160,3.044
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,mpeg4,5000000,24.0,1920,1080,221152,12.285
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,15.0,176,144,219480,1.34
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,h264,820000,12.0,1920,1080,678424,49.435
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,56000,29.97,1920,1080,219480,2.416
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,mpeg4,539000,25.0,480,360,219480,2.156
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,3000000,12.0,176,144,220808,1.42
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,h264,56000,24.0,640,480,219480,9.909
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,mpeg4,820000,25.0,1280,720,212596,9.137
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,h264,5000000,24.0,640,480,218192,8.161
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,242000,25.0,320,240,165700,3.328
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,5000000,24.0,320,240,221160,2.812
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,56000,29.97,480,360,109576,1.116
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,820000,12.0,176,144,218664,0.884
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,109000,25.0,176,144,91052,1.844
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,56000,12.0,320,240,219480,2.0
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,vp8,539000,24.0,1920,1080,221160,31.07
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,15.0,1280,720,327900,24.778
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,242000,12.0,1280,720,219656,3.428
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,5000000,12.0,320,240,164988,4.88
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,flv,242000,25.0,1280,720,219480,2.464
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,242000,12.0,1280,720,221160,3.348
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,vp8,539000,25.0,1280,720,219480,11.373
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,h264,242000,15.0,640,480,219480,10.857
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,5000000,15.0,176,144,218932,1.712
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,flv,5000000,24.0,176,144,218932,0.992
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,h264,539000,29.97,320,240,218932,15.841
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,109000,12.0,480,360,221160,5.344
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,242000,29.97,480,360,219480,0.924
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,109000,15.0,320,240,221152,1.664
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,56000,29.97,320,240,218664,0.464
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,vp8,109000,29.97,176,144,165700,2.492
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,3000000,12.0,1280,720,219480,2.5
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,242000,29.97,480,360,181056,3.82
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,flv,56000,12.0,1280,720,218932,2.232
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,mpeg4,56000,29.97,480,360,221160,2.464
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,820000,29.97,320,240,219480,1.808
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,3000000,25.0,1280,720,219480,7.396
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,mpeg4,5000000,12.0,176,144,217864,0.58
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,vp8,3000000,25.0,480,360,216820,4.256
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,3000000,12.0,1280,720,216820,17.429
sZAS-nA1B5o,1082.141,vp8,1920,1080,3577329,29.970425,217,32211,0,32428,36066662,447830154,0,483896816,vp8,242000,25.0,176,144,74424,10.705
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,3000000,24.0,480,360,155028,5.08
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,3000000,24.0,176,144,216820,1.476
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,vp8,242000,15.0,1920,1080,219656,20.825
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,h264,3000000,12.0,176,144,219656,1.772
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,109000,24.0,480,360,219656,9.269
2pet-NcSXvY,37.011665,h264,1280,720,2759449,29.0,21,1088,0,1109,1899633,10866846,0,12766479,h264,5000000,25.0,640,480,219480,44.363
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,flv,242000,29.97,1920,1080,219656,5.664
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,vp8,5000000,24.0,320,240,219480,2.332
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,mpeg4,109000,24.0,640,480,219656,3.704
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,vp8,5000000,12.0,640,480,215940,17.765
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,5000000,15.0,1920,1080,221160,7.7
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,h264,56000,12.0,1920,1080,633040,16.053
3mWp-QQn-1M,167.39166,h264,1280,720,2207484,24.0,86,3931,0,4017,4369420,41819887,0,46189307,vp8,56000,12.0,480,360,219656,5.824
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,flv,109000,24.0,320,240,219480,0.98
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,56000,12.0,176,144,215712,9.885
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,h264,242000,15.0,176,144,221160,1.908
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,flv,539000,24.0,640,480,219480,0.676
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,109000,15.0,1920,1080,662540,20.941
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,flv,820000,24.0,480,360,221160,0.928
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,3000000,25.0,640,480,105208,9.977
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,flv,109000,12.0,176,144,221152,0.324
236x-T7D-8g,581.233,h264,480,360,295979,30.0,310,17128,0,17438,10151572,11352574,0,21504146,mpeg4,109000,12.0,320,240,218932,1.792
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,109000,25.0,176,144,216820,2.624
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,109000,24.0,1920,1080,656748,32.07
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,3000000,15.0,176,144,219656,5.84
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,h264,539000,25.0,1920,1080,646704,72.405
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,109000,24.0,480,360,92836,5.344
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,3000000,15.0,176,144,97268,1.412
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,vp8,539000,15.0,640,480,216820,6.844
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,vp8,539000,29.97,1920,1080,219480,31.578
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,109000,24.0,640,480,221160,8.845
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,3000000,29.97,480,360,216820,11.621
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,vp8,3000000,15.0,320,240,215940,11.549
0_VA-rJgmMI,750.433,vp8,1280,720,794075,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,5000000,15.0,1920,1080,669572,59.9
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,109000,25.0,176,144,219656,0.376
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,5000000,25.0,640,480,217828,2.324
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,vp8,56000,25.0,480,360,217080,3.28
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,flv,5000000,15.0,1920,1080,216820,5.392
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,vp8,109000,12.0,1280,720,221160,7.2
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,h264,820000,15.0,176,144,216820,2.44
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,flv,5000000,12.0,320,240,219480,0.804
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,flv,5000000,29.97,320,240,61064,0.472
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,5000000,24.0,1280,720,219480,7.248
3ODf-KYiOZw,63.667,h264,640,480,972572,15.0,33,923,0,956,1259657,6480438,0,7740095,vp8,109000,29.97,640,480,219656,9.653
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,5000000,15.0,1920,1080,611376,135.788
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,vp8,242000,12.0,1920,1080,221160,22.373
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,56000,25.0,480,360,219480,3.588
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,820000,15.0,480,360,259432,4.876
eYyd-pf3oMg,142.075,flv,320,240,256001,29.0,74,4184,0,4258,593870,3952550,0,4546420,flv,109000,29.97,640,480,40412,1.46
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,56000,29.97,1280,720,216820,10.589
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,h264,56000,24.0,640,480,219656,12.005
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,56000,15.0,640,480,165700,2.0
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,vp8,820000,15.0,480,360,219480,7.26
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,mpeg4,109000,15.0,640,480,221160,2.048
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,820000,12.0,1920,1080,114580,7.06
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,flv,3000000,24.0,640,480,165564,3.752
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,vp8,56000,12.0,640,480,217336,4.288
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,820000,25.0,176,144,217544,7.644
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,flv,242000,12.0,320,240,219464,0.404
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,mpeg4,3000000,29.97,480,360,221152,4.668
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,mpeg4,56000,24.0,176,144,216820,2.928
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,3000000,12.0,640,480,219480,3.532
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,vp8,820000,15.0,1280,720,219480,8.781
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,5000000,15.0,480,360,255832,20.865
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,242000,12.0,1920,1080,219200,15.789
3xGu-rfcH3s,368.32,vp8,640,480,29096,25.02174,74,9134,0,9208,869558,470067,0,1339625,flv,56000,25.0,1280,720,221152,2.44
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,56000,24.0,176,144,221152,1.664
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,flv,109000,29.97,1920,1080,216820,6.084
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,539000,24.0,1280,720,219656,22.781
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,h264,242000,25.0,176,144,219656,2.5
2tzy-vqeeLY,106.765,h264,1280,720,849586,25.0,66,2603,0,2669,4427240,6911026,0,11338266,mpeg4,539000,12.0,320,240,219480,2.916
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,5000000,29.97,1920,1080,155028,7.388
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,mpeg4,539000,24.0,480,360,216064,3.292
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,h264,5000000,29.97,640,480,221152,15.733
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,109000,24.0,640,480,140080,8.437
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,109000,12.0,1280,720,217828,2.676
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,242000,12.0,176,144,217348,7.66
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,h264,820000,24.0,640,480,219480,17.509
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,109000,29.97,1280,720,324408,19.189
